map_id,x,y,map_symbol,base_terrain,has_building,has_road,has_rubble,has_survivor,survivor_id,passable,source
KENTO_CITY_BLOCK_001,0,8,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,8,.,urban,false,false,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,8,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,0,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,1,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,2,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,3,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,4,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,5,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,6,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,7,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,8,9,.,urban,false,true,false,false,,true,seed_disaster_grid
KENTO_CITY_BLOCK_001,9,9,.,urban,false,true,false,false,,true,seed_disaster_grid
